,グラフ,順位,チーム,勝点,試合,勝,分,敗,得点,失点,得失点差,直近試合の勝敗,Unnamed: 12,Unnamed: 13,年度,カテゴリ,節,年間勝点順位,総勝点,Unnamed: 14,Unnamed: 15
15,グラフ,16,横浜Ｆ・マリノス,1,3,0,1,2,2,5,-3,,,143.0,2018,明治安田生命Ｊ１リーグ,3,,,,
16,グラフ,17,ＦＣ東京,1,3,0,1,2,1,4,-3,,,130.0,2018,明治安田生命Ｊ１リーグ,3,,,,
17,グラフ,18,ガンバ大阪,0,3,0,0,3,2,6,-4,,,271.0,2018,明治安田生命Ｊ１リーグ,3,,,,
0,グラフ,1,川崎フロンターレ,10,4,3,1,0,7,1,6,,,142.0,2018,明治安田生命Ｊ１リーグ,4,,,,
1,グラフ,2,サンフレッチェ広島,10,4,3,1,0,4,1,3,,,341.0,2018,明治安田生命Ｊ１リーグ,4,,,,
2,グラフ,3,清水エスパルス,8,4,2,2,0,8,4,4,,,221.0,2018,明治安田生命Ｊ１リーグ,4,,,,
3,グラフ,4,ベガルタ仙台,8,4,2,2,0,4,2,2,,,41.0,2018,明治安田生命Ｊ１リーグ,4,,,,
4,グラフ,5,名古屋グランパス,7,4,2,1,1,4,3,1,,,231.0,2018,明治安田生命Ｊ１リーグ,4,,,,
5,グラフ,6,鹿島アントラーズ,7,4,2,1,1,2,1,1,,,80.0,2018,明治安田生命Ｊ１リーグ,4,,,,
6,グラフ,7,柏レイソル,5,4,1,2,1,5,4,1,,,122.0,2018,明治安田生命Ｊ１リーグ,4,,,,
7,グラフ,8,ヴィッセル神戸,5,4,1,2,1,6,6,0,,,281.0,2018,明治安田生命Ｊ１リーグ,4,,,,
8,グラフ,9,サガン鳥栖,5,4,1,2,1,5,5,0,,,412.0,2018,明治安田生命Ｊ１リーグ,4,,,,
9,グラフ,10,湘南ベルマーレ,5,4,1,2,1,3,3,0,,,147.0,2018,明治安田生命Ｊ１リーグ,4,,,,
10,グラフ,11,北海道コンサドーレ札幌,4,4,1,1,2,6,8,-2,,,11.0,2018,明治安田生命Ｊ１リーグ,4,,,,
11,グラフ,12,横浜Ｆ・マリノス,4,4,1,1,2,3,5,-2,,,143.0,2018,明治安田生命Ｊ１リーグ,4,,,,
12,グラフ,13,ＦＣ東京,4,4,1,1,2,2,4,-2,,,130.0,2018,明治安田生命Ｊ１リーグ,4,,,,
13,グラフ,13,ジュビロ磐田,4,4,1,1,2,2,4,-2,,,222.0,2018,明治安田生命Ｊ１リーグ,4,,,,
14,グラフ,15,セレッソ大阪,3,4,0,3,1,5,7,-2,,,272.0,2018,明治安田生命Ｊ１リーグ,4,,,,
15,グラフ,16,Ｖ・ファーレン長崎,2,4,0,2,2,5,7,-2,,,421.0,2018,明治安田生命Ｊ１リーグ,4,,,,
16,グラフ,17,浦和レッズ,2,4,0,2,2,3,5,-2,,,111.0,2018,明治安田生命Ｊ１リーグ,4,,,,
17,グラフ,18,ガンバ大阪,1,4,0,1,3,4,8,-4,,,271.0,2018,明治安田生命Ｊ１リーグ,4,,,,
0,グラフ,1,サンフレッチェ広島,13,5,4,1,0,5,1,4,,,341.0,2018,明治安田生命Ｊ１リーグ,5,,,,
1,グラフ,2,ベガルタ仙台,11,5,3,2,0,5,2,3,,,41.0,2018,明治安田生命Ｊ１リーグ,5,,,,
2,グラフ,3,川崎フロンターレ,10,5,3,1,1,7,2,5,,,142.0,2018,明治安田生命Ｊ１リーグ,5,,,,
3,グラフ,4,清水エスパルス,8,5,2,2,1,8,5,3,,,221.0,2018,明治安田生命Ｊ１リーグ,5,,,,
4,グラフ,5,柏レイソル,8,5,2,2,1,7,5,2,,,122.0,2018,明治安田生命Ｊ１リーグ,5,,,,
5,グラフ,6,サガン鳥栖,8,5,2,2,1,8,7,1,,,412.0,2018,明治安田生命Ｊ１リーグ,5,,,,
6,グラフ,7,鹿島アントラーズ,8,5,2,2,1,2,1,1,,,80.0,2018,明治安田生命Ｊ１リーグ,5,,,,
7,グラフ,8,名古屋グランパス,7,5,2,1,2,6,6,0,,,231.0,2018,明治安田生命Ｊ１リーグ,5,,,,
8,グラフ,9,ＦＣ東京,7,5,2,1,2,5,6,-1,,,130.0,2018,明治安田生命Ｊ１リーグ,5,,,,
9,グラフ,10,横浜Ｆ・マリノス,7,5,2,1,2,4,5,-1,,,143.0,2018,明治安田生命Ｊ１リーグ,5,,,,
10,グラフ,10,ジュビロ磐田,7,5,2,1,2,4,5,-1,,,222.0,2018,明治安田生命Ｊ１リーグ,5,,,,
11,グラフ,12,セレッソ大阪,6,5,1,3,1,7,8,-1,,,272.0,2018,明治安田生命Ｊ１リーグ,5,,,,
12,グラフ,13,ヴィッセル神戸,5,5,1,2,2,7,8,-1,,,281.0,2018,明治安田生命Ｊ１リーグ,5,,,,
13,グラフ,14,湘南ベルマーレ,5,5,1,2,2,4,5,-1,,,147.0,2018,明治安田生命Ｊ１リーグ,5,,,,
14,グラフ,15,北海道コンサドーレ札幌,5,5,1,2,2,6,8,-2,,,11.0,2018,明治安田生命Ｊ１リーグ,5,,,,
15,グラフ,16,Ｖ・ファーレン長崎,2,5,0,2,3,5,8,-3,,,421.0,2018,明治安田生命Ｊ１リーグ,5,,,,
16,グラフ,17,浦和レッズ,2,5,0,2,3,4,7,-3,,,111.0,2018,明治安田生命Ｊ１リーグ,5,,,,
17,グラフ,18,ガンバ大阪,1,5,0,1,4,6,11,-5,,,271.0,2018,明治安田生命Ｊ１リーグ,5,,,,
0,グラフ,1,サンフレッチェ広島,16,6,5,1,0,6,1,5,,,341.0,2018,明治安田生命Ｊ１リーグ,6,,,,
1,グラフ,2,川崎フロンターレ,11,6,3,2,1,8,3,5,,,142.0,2018,明治安田生命Ｊ１リーグ,6,,,,
2,グラフ,3,ベガルタ仙台,11,6,3,2,1,5,3,2,,,41.0,2018,明治安田生命Ｊ１リーグ,6,,,,
3,グラフ,4,ＦＣ東京,10,6,3,1,2,10,8,2,,,130.0,2018,明治安田生命Ｊ１リーグ,6,,,,
4,グラフ,5,清水エスパルス,9,6,2,3,1,8,5,3,,,221.0,2018,明治安田生命Ｊ１リーグ,6,,,,
5,グラフ,6,セレッソ大阪,9,6,2,3,1,9,9,0,,,272.0,2018,明治安田生命Ｊ１リーグ,6,,,,
6,グラフ,7,北海道コンサドーレ札幌,8,6,2,2,2,9,8,1,,,11.0,2018,明治安田生命Ｊ１リーグ,6,,,,
7,グラフ,8,柏レイソル,8,6,2,2,2,7,6,1,,,122.0,2018,明治安田生命Ｊ１リーグ,6,,,,
8,グラフ,9,サガン鳥栖,8,6,2,2,2,9,9,0,,,412.0,2018,明治安田生命Ｊ１リーグ,6,,,,
9,グラフ,10,ヴィッセル神戸,8,6,2,2,2,8,8,0,,,281.0,2018,明治安田生命Ｊ１リーグ,6,,,,
10,グラフ,11,湘南ベルマーレ,8,6,2,2,2,6,6,0,,,147.0,2018,明治安田生命Ｊ１リーグ,6,,,,
11,グラフ,12,鹿島アントラーズ,8,6,2,2,2,3,3,0,,,80.0,2018,明治安田生命Ｊ１リーグ,6,,,,
12,グラフ,13,横浜Ｆ・マリノス,8,6,2,2,2,5,6,-1,,,143.0,2018,明治安田生命Ｊ１リーグ,6,,,,
13,グラフ,14,ジュビロ磐田,8,6,2,2,2,4,5,-1,,,222.0,2018,明治安田生命Ｊ１リーグ,6,,,,
14,グラフ,15,名古屋グランパス,7,6,2,1,3,6,9,-3,,,231.0,2018,明治安田生命Ｊ１リーグ,6,,,,
15,グラフ,16,浦和レッズ,5,6,1,2,3,5,7,-2,,,111.0,2018,明治安田生命Ｊ１リーグ,6,,,,
16,グラフ,17,Ｖ・ファーレン長崎,2,6,0,2,4,7,13,-6,,,421.0,2018,明治安田生命Ｊ１リーグ,6,,,,
17,グラフ,18,ガンバ大阪,1,6,0,1,5,6,12,-6,,,271.0,2018,明治安田生命Ｊ１リーグ,6,,,,
0,グラフ,1,サンフレッチェ広島,19,7,6,1,0,9,2,7,,,341.0,2018,明治安田生命Ｊ１リーグ,7,,,,
1,グラフ,2,ベガルタ仙台,14,7,4,2,1,8,5,3,,,41.0,2018,明治安田生命Ｊ１リーグ,7,,,,
2,グラフ,3,ＦＣ東京,13,7,4,1,2,12,9,3,,,130.0,2018,明治安田生命Ｊ１リーグ,7,,,,
3,グラフ,4,セレッソ大阪,12,7,3,3,1,11,10,1,,,272.0,2018,明治安田生命Ｊ１リーグ,7,,,,
4,グラフ,5,川崎フロンターレ,11,7,3,2,2,9,5,4,,,142.0,2018,明治安田生命Ｊ１リーグ,7,,,,
5,グラフ,6,北海道コンサドーレ札幌,11,7,3,2,2,10,8,2,,,11.0,2018,明治安田生命Ｊ１リーグ,7,,,,
6,グラフ,7,柏レイソル,11,7,3,2,2,9,7,2,,,122.0,2018,明治安田生命Ｊ１リーグ,7,,,,
7,グラフ,8,清水エスパルス,9,7,2,3,2,8,6,2,,,221.0,2018,明治安田生命Ｊ１リーグ,7,,,,
8,グラフ,9,ヴィッセル神戸,8,7,2,2,3,10,11,-1,,,281.0,2018,明治安田生命Ｊ１リーグ,7,,,,
9,グラフ,9,サガン鳥栖,8,7,2,2,3,10,11,-1,,,412.0,2018,明治安田生命Ｊ１リーグ,7,,,,
10,グラフ,11,浦和レッズ,8,7,2,2,3,8,9,-1,,,111.0,2018,明治安田生命Ｊ１リーグ,7,,,,
11,グラフ,12,湘南ベルマーレ,8,7,2,2,3,6,7,-1,,,147.0,2018,明治安田生命Ｊ１リーグ,7,,,,
12,グラフ,13,鹿島アントラーズ,8,7,2,2,3,4,5,-1,,,80.0,2018,明治安田生命Ｊ１リーグ,7,,,,
13,グラフ,14,横浜Ｆ・マリノス,8,7,2,2,3,6,9,-3,,,143.0,2018,明治安田生命Ｊ１リーグ,7,,,,
14,グラフ,15,ジュビロ磐田,8,7,2,2,3,4,7,-3,,,222.0,2018,明治安田生命Ｊ１リーグ,7,,,,
15,グラフ,16,名古屋グランパス,7,7,2,1,4,8,12,-4,,,231.0,2018,明治安田生命Ｊ１リーグ,7,,,,
16,グラフ,17,Ｖ・ファーレン長崎,5,7,1,2,4,8,13,-5,,,421.0,2018,明治安田生命Ｊ１リーグ,7,,,,
17,グラフ,18,ガンバ大阪,4,7,1,1,5,8,12,-4,,,271.0,2018,明治安田生命Ｊ１リーグ,7,,,,
0,グラフ,1,サンフレッチェ広島,22,8,7,1,0,11,2,9,,,341.0,2018,明治安田生命Ｊ１リーグ,8,,,,
1,グラフ,2,ベガルタ仙台,15,8,4,3,1,8,5,3,,,41.0,2018,明治安田生命Ｊ１リーグ,8,,,,
2,グラフ,3,セレッソ大阪,15,8,4,3,1,12,10,2,,,272.0,2018,明治安田生命Ｊ１リーグ,8,,,,
3,グラフ,4,北海道コンサドーレ札幌,14,8,4,2,2,12,9,3,,,11.0,2018,明治安田生命Ｊ１リーグ,8,,,,
4,グラフ,5,ＦＣ東京,13,8,4,1,3,12,10,2,,,130.0,2018,明治安田生命Ｊ１リーグ,8,,,,
5,グラフ,6,川崎フロンターレ,12,8,3,3,2,9,5,4,,,142.0,2018,明治安田生命Ｊ１リーグ,8,,,,
6,グラフ,7,柏レイソル,11,8,3,2,3,10,9,1,,,122.0,2018,明治安田生命Ｊ１リーグ,8,,,,
7,グラフ,8,鹿島アントラーズ,11,8,3,2,3,6,5,1,,,80.0,2018,明治安田生命Ｊ１リーグ,8,,,,
8,グラフ,9,ヴィッセル神戸,11,8,3,2,3,12,12,0,,,281.0,2018,明治安田生命Ｊ１リーグ,8,,,,
9,グラフ,10,浦和レッズ,11,8,3,2,3,10,10,0,,,111.0,2018,明治安田生命Ｊ１リーグ,8,,,,
10,グラフ,11,ジュビロ磐田,11,8,3,2,3,5,7,-2,,,222.0,2018,明治安田生命Ｊ１リーグ,8,,,,
11,グラフ,12,清水エスパルス,9,8,2,3,3,9,8,1,,,221.0,2018,明治安田生命Ｊ１リーグ,8,,,,
12,グラフ,13,Ｖ・ファーレン長崎,8,8,2,2,4,11,13,-2,,,421.0,2018,明治安田生命Ｊ１リーグ,8,,,,
13,グラフ,14,サガン鳥栖,8,8,2,2,4,10,12,-2,,,412.0,2018,明治安田生命Ｊ１リーグ,8,,,,
14,グラフ,15,湘南ベルマーレ,8,8,2,2,4,6,9,-3,,,147.0,2018,明治安田生命Ｊ１リーグ,8,,,,
15,グラフ,16,横浜Ｆ・マリノス,8,8,2,2,4,7,11,-4,,,143.0,2018,明治安田生命Ｊ１リーグ,8,,,,
16,グラフ,17,名古屋グランパス,7,8,2,1,5,8,14,-6,,,231.0,2018,明治安田生命Ｊ１リーグ,8,,,,
17,グラフ,18,ガンバ大阪,4,8,1,1,6,8,15,-7,,,271.0,2018,明治安田生命Ｊ１リーグ,8,,,,
0,グラフ,1,サンフレッチェ広島,25,9,8,1,0,12,2,10,,,341.0,2018,明治安田生命Ｊ１リーグ,9,,,,
1,グラフ,2,ＦＣ東京,16,9,5,1,3,13,10,3,,,130.0,2018,明治安田生命Ｊ１リーグ,9,,,,
2,グラフ,3,川崎フロンターレ,15,9,4,3,2,13,6,7,,,142.0,2018,明治安田生命Ｊ１リーグ,9,,,,
3,グラフ,4,北海道コンサドーレ札幌,15,9,4,3,2,12,9,3,,,11.0,2018,明治安田生命Ｊ１リーグ,9,,,,
4,グラフ,5,セレッソ大阪,15,9,4,3,2,12,11,1,,,272.0,2018,明治安田生命Ｊ１リーグ,9,,,,
5,グラフ,6,ベガルタ仙台,15,9,4,3,2,8,8,0,,,41.0,2018,明治安田生命Ｊ１リーグ,9,,,,
6,グラフ,7,ヴィッセル神戸,14,9,4,2,3,15,12,3,,,281.0,2018,明治安田生命Ｊ１リーグ,9,,,,
7,グラフ,8,ジュビロ磐田,14,9,4,2,3,8,7,1,,,222.0,2018,明治安田生命Ｊ１リーグ,9,,,,
8,グラフ,9,浦和レッズ,12,9,3,3,3,10,10,0,,,111.0,2018,明治安田生命Ｊ１リーグ,9,,,,
9,グラフ,10,柏レイソル,11,9,3,2,4,10,10,0,,,122.0,2018,明治安田生命Ｊ１リーグ,9,,,,
10,グラフ,11,Ｖ・ファーレン長崎,11,9,3,2,4,12,13,-1,,,421.0,2018,明治安田生命Ｊ１リーグ,9,,,,
11,グラフ,12,鹿島アントラーズ,11,9,3,2,4,7,9,-2,,,80.0,2018,明治安田生命Ｊ１リーグ,9,,,,
12,グラフ,13,清水エスパルス,9,9,2,3,4,9,9,0,,,221.0,2018,明治安田生命Ｊ１リーグ,9,,,,
13,グラフ,14,湘南ベルマーレ,9,9,2,3,4,10,13,-3,,,147.0,2018,明治安田生命Ｊ１リーグ,9,,,,
14,グラフ,15,横浜Ｆ・マリノス,9,9,2,3,4,11,15,-4,,,143.0,2018,明治安田生命Ｊ１リーグ,9,,,,
15,グラフ,16,サガン鳥栖,8,9,2,2,5,10,13,-3,,,412.0,2018,明治安田生命Ｊ１リーグ,9,,,,
16,グラフ,17,ガンバ大阪,7,9,2,1,6,9,15,-6,,,271.0,2018,明治安田生命Ｊ１リーグ,9,,,,
17,グラフ,18,名古屋グランパス,7,9,2,1,6,8,17,-9,,,231.0,2018,明治安田生命Ｊ１リーグ,9,,,,
0,グラフ,1,サンフレッチェ広島,25,10,8,1,1,13,5,8,,,341.0,2018,明治安田生命Ｊ１リーグ,10,,,,
1,グラフ,2,ＦＣ東京,19,10,6,1,3,16,11,5,,,130.0,2018,明治安田生命Ｊ１リーグ,10,,,,
2,グラフ,3,川崎フロンターレ,18,10,5,3,2,15,6,9,,,142.0,2018,明治安田生命Ｊ１リーグ,10,,,,
3,グラフ,4,北海道コンサドーレ札幌,18,10,5,3,2,14,10,4,,,11.0,2018,明治安田生命Ｊ１リーグ,10,,,,
4,グラフ,5,セレッソ大阪,18,10,5,3,2,14,12,2,,,272.0,2018,明治安田生命Ｊ１リーグ,10,,,,
5,グラフ,6,ヴィッセル神戸,15,10,4,3,3,16,13,3,,,281.0,2018,明治安田生命Ｊ１リーグ,10,,,,
6,グラフ,7,ベガルタ仙台,15,10,4,3,3,9,10,-1,,,41.0,2018,明治安田生命Ｊ１リーグ,10,,,,
7,グラフ,8,柏レイソル,14,10,4,2,4,11,10,1,,,122.0,2018,明治安田生命Ｊ１リーグ,10,,,,
8,グラフ,9,Ｖ・ファーレン長崎,14,10,4,2,4,14,14,0,,,421.0,2018,明治安田生命Ｊ１リーグ,10,,,,
9,グラフ,10,ジュビロ磐田,14,10,4,2,4,9,9,0,,,222.0,2018,明治安田生命Ｊ１リーグ,10,,,,
10,グラフ,11,清水エスパルス,12,10,3,3,4,12,10,2,,,221.0,2018,明治安田生命Ｊ１リーグ,10,,,,
11,グラフ,12,浦和レッズ,12,10,3,3,4,10,11,-1,,,111.0,2018,明治安田生命Ｊ１リーグ,10,,,,
12,グラフ,13,湘南ベルマーレ,12,10,3,3,4,11,13,-2,,,147.0,2018,明治安田生命Ｊ１リーグ,10,,,,
13,グラフ,14,鹿島アントラーズ,12,10,3,3,4,8,10,-2,,,80.0,2018,明治安田生命Ｊ１リーグ,10,,,,
14,グラフ,15,横浜Ｆ・マリノス,9,10,2,3,5,12,17,-5,,,143.0,2018,明治安田生命Ｊ１リーグ,10,,,,
15,グラフ,16,サガン鳥栖,8,10,2,2,6,10,15,-5,,,412.0,2018,明治安田生命Ｊ１リーグ,10,,,,
16,グラフ,17,ガンバ大阪,7,10,2,1,7,9,16,-7,,,271.0,2018,明治安田生命Ｊ１リーグ,10,,,,
17,グラフ,18,名古屋グランパス,7,10,2,1,7,9,20,-11,,,231.0,2018,明治安田生命Ｊ１リーグ,10,,,,
0,グラフ,1,サンフレッチェ広島,28,11,9,1,1,15,5,10,,,341.0,2018,明治安田生命Ｊ１リーグ,11,,,,
1,グラフ,2,ＦＣ東京,22,11,7,1,3,19,13,6,,,130.0,2018,明治安田生命Ｊ１リーグ,11,,,,
2,グラフ,3,川崎フロンターレ,21,11,6,3,2,17,7,10,,,142.0,2018,明治安田生命Ｊ１リーグ,11,,,,
3,グラフ,4,北海道コンサドーレ札幌,19,11,5,4,2,16,12,4,,,11.0,2018,明治安田生命Ｊ１リーグ,11,,,,
4,グラフ,5,セレッソ大阪,19,11,5,4,2,15,13,2,,,272.0,2018,明治安田生命Ｊ１リーグ,11,,,,
5,グラフ,6,ベガルタ仙台,16,11,4,4,3,11,12,-1,,,41.0,2018,明治安田生命Ｊ１リーグ,11,,,,
6,グラフ,7,清水エスパルス,15,11,4,3,4,14,11,3,,,221.0,2018,明治安田生命Ｊ１リーグ,11,,,,
7,グラフ,8,ヴィッセル神戸,15,11,4,3,4,17,15,2,,,281.0,2018,明治安田生命Ｊ１リーグ,11,,,,
8,グラフ,9,ジュビロ磐田,15,11,4,3,4,10,10,0,,,222.0,2018,明治安田生命Ｊ１リーグ,11,,,,
9,グラフ,10,湘南ベルマーレ,15,11,4,3,4,12,13,-1,,,147.0,2018,明治安田生命Ｊ１リーグ,11,,,,
10,グラフ,11,柏レイソル,14,11,4,2,5,12,12,0,,,122.0,2018,明治安田生命Ｊ１リーグ,11,,,,
11,グラフ,12,Ｖ・ファーレン長崎,14,11,4,2,5,14,16,-2,,,421.0,2018,明治安田生命Ｊ１リーグ,11,,,,
12,グラフ,13,横浜Ｆ・マリノス,12,11,3,3,5,15,17,-2,,,143.0,2018,明治安田生命Ｊ１リーグ,11,,,,
13,グラフ,14,浦和レッズ,12,11,3,3,5,10,12,-2,,,111.0,2018,明治安田生命Ｊ１リーグ,11,,,,
14,グラフ,15,鹿島アントラーズ,12,11,3,3,5,8,13,-5,,,80.0,2018,明治安田生命Ｊ１リーグ,11,,,,
15,グラフ,16,ガンバ大阪,10,11,3,1,7,12,16,-4,,,271.0,2018,明治安田生命Ｊ１リーグ,11,,,,
16,グラフ,17,サガン鳥栖,8,11,2,2,7,10,18,-8,,,412.0,2018,明治安田生命Ｊ１リーグ,11,,,,
17,グラフ,18,名古屋グランパス,7,11,2,1,8,11,23,-12,,,231.0,2018,明治安田生命Ｊ１リーグ,11,,,,
0,グラフ,1,サンフレッチェ広島,31,12,10,1,1,17,5,12,,,341.0,2018,明治安田生命Ｊ１リーグ,12,,,,
1,グラフ,2,ＦＣ東京,23,12,7,2,3,19,13,6,,,130.0,2018,明治安田生命Ｊ１リーグ,12,,,,
2,グラフ,3,北海道コンサドーレ札幌,22,12,6,4,2,18,13,5,,,11.0,2018,明治安田生命Ｊ１リーグ,12,,,,
3,グラフ,4,川崎フロンターレ,21,12,6,3,3,17,9,8,,,142.0,2018,明治安田生命Ｊ１リーグ,12,,,,
4,グラフ,5,セレッソ大阪,20,12,5,5,2,15,13,2,,,272.0,2018,明治安田生命Ｊ１リーグ,12,,,,
5,グラフ,6,ジュビロ磐田,18,12,5,3,4,13,11,2,,,222.0,2018,明治安田生命Ｊ１リーグ,12,,,,
6,グラフ,7,柏レイソル,17,12,5,2,5,14,13,1,,,122.0,2018,明治安田生命Ｊ１リーグ,12,,,,
7,グラフ,8,ヴィッセル神戸,16,12,4,4,4,17,15,2,,,281.0,2018,明治安田生命Ｊ１リーグ,12,,,,
8,グラフ,9,ベガルタ仙台,16,12,4,4,4,11,13,-2,,,41.0,2018,明治安田生命Ｊ１リーグ,12,,,,
9,グラフ,10,清水エスパルス,15,12,4,3,5,14,13,1,,,221.0,2018,明治安田生命Ｊ１リーグ,12,,,,
10,グラフ,11,浦和レッズ,15,12,4,3,5,12,12,0,,,111.0,2018,明治安田生命Ｊ１リーグ,12,,,,
11,グラフ,12,湘南ベルマーレ,15,12,4,3,5,13,15,-2,,,147.0,2018,明治安田生命Ｊ１リーグ,12,,,,
12,グラフ,13,鹿島アントラーズ,15,12,4,3,5,10,14,-4,,,80.0,2018,明治安田生命Ｊ１リーグ,12,,,,
13,グラフ,14,Ｖ・ファーレン長崎,14,12,4,2,6,15,18,-3,,,421.0,2018,明治安田生命Ｊ１リーグ,12,,,,
14,グラフ,15,ガンバ大阪,13,12,4,1,7,13,16,-3,,,271.0,2018,明治安田生命Ｊ１リーグ,12,,,,
15,グラフ,16,横浜Ｆ・マリノス,12,12,3,3,6,16,20,-4,,,143.0,2018,明治安田生命Ｊ１リーグ,12,,,,
16,グラフ,17,サガン鳥栖,8,12,2,2,8,11,20,-9,,,412.0,2018,明治安田生命Ｊ１リーグ,12,,,,
17,グラフ,18,名古屋グランパス,8,12,2,2,8,11,23,-12,,,231.0,2018,明治安田生命Ｊ１リーグ,12,,,,
0,グラフ,1,サンフレッチェ広島,34,13,11,1,1,19,5,14,,,341.0,2018,明治安田生命Ｊ１リーグ,13,,,,
1,グラフ,2,ＦＣ東京,26,13,8,2,3,21,13,8,,,130.0,2018,明治安田生命Ｊ１リーグ,13,,,,
2,グラフ,3,北海道コンサドーレ札幌,25,13,7,4,2,20,13,7,,,11.0,2018,明治安田生命Ｊ１リーグ,13,,,,
3,グラフ,4,セレッソ大阪,23,13,6,5,2,18,14,4,,,272.0,2018,明治安田生命Ｊ１リーグ,13,,,,
4,グラフ,5,川崎フロンターレ,21,13,6,3,4,17,11,6,,,142.0,2018,明治安田生命Ｊ１リーグ,13,,,,
5,グラフ,6,ジュビロ磐田,21,13,6,3,4,15,12,3,,,222.0,2018,明治安田生命Ｊ１リーグ,13,,,,
6,グラフ,7,ベガルタ仙台,19,13,5,4,4,14,14,0,,,41.0,2018,明治安田生命Ｊ１リーグ,13,,,,
7,グラフ,8,鹿島アントラーズ,18,13,5,3,5,11,14,-3,,,80.0,2018,明治安田生命Ｊ１リーグ,13,,,,
8,グラフ,9,柏レイソル,17,13,5,2,6,15,15,0,,,122.0,2018,明治安田生命Ｊ１リーグ,13,,,,
9,グラフ,10,ヴィッセル神戸,16,13,4,4,5,17,17,0,,,281.0,2018,明治安田生命Ｊ１リーグ,13,,,,
10,グラフ,11,清水エスパルス,15,13,4,3,6,15,16,-1,,,221.0,2018,明治安田生命Ｊ１リーグ,13,,,,
11,グラフ,12,浦和レッズ,15,13,4,3,6,12,13,-1,,,111.0,2018,明治安田生命Ｊ１リーグ,13,,,,
12,グラフ,13,湘南ベルマーレ,15,13,4,3,6,14,18,-4,,,147.0,2018,明治安田生命Ｊ１リーグ,13,,,,
13,グラフ,14,Ｖ・ファーレン長崎,14,13,4,2,7,16,21,-5,,,421.0,2018,明治安田生命Ｊ１リーグ,13,,,,
14,グラフ,15,横浜Ｆ・マリノス,13,13,3,4,6,17,21,-4,,,143.0,2018,明治安田生命Ｊ１リーグ,13,,,,
15,グラフ,16,ガンバ大阪,13,13,4,1,8,13,18,-5,,,271.0,2018,明治安田生命Ｊ１リーグ,13,,,,
16,グラフ,17,サガン鳥栖,11,13,3,2,8,14,21,-7,,,412.0,2018,明治安田生命Ｊ１リーグ,13,,,,
17,グラフ,18,名古屋グランパス,9,13,2,3,8,12,24,-12,,,231.0,2018,明治安田生命Ｊ１リーグ,13,,,,
0,グラフ,1,サンフレッチェ広島,37,14,12,1,1,22,6,16,,,341.0,2018,明治安田生命Ｊ１リーグ,14,,,,
1,グラフ,2,ＦＣ東京,27,14,8,3,3,21,13,8,,,130.0,2018,明治安田生命Ｊ１リーグ,14,,,,
2,グラフ,3,北海道コンサドーレ札幌,26,14,7,5,2,20,13,7,,,11.0,2018,明治安田生命Ｊ１リーグ,14,,,,
3,グラフ,4,川崎フロンターレ,24,14,7,3,4,19,12,7,,,142.0,2018,明治安田生命Ｊ１リーグ,14,,,,
4,グラフ,5,セレッソ大阪,23,13,6,5,2,18,14,4,,,272.0,2018,明治安田生命Ｊ１リーグ,14,,,,
5,グラフ,6,ジュビロ磐田,21,14,6,3,5,15,14,1,,,222.0,2018,明治安田生命Ｊ１リーグ,14,,,,
6,グラフ,7,ヴィッセル神戸,19,14,5,4,5,19,17,2,,,281.0,2018,明治安田生命Ｊ１リーグ,14,,,,
7,グラフ,8,ベガルタ仙台,19,14,5,4,5,15,17,-2,,,41.0,2018,明治安田生命Ｊ１リーグ,14,,,,
8,グラフ,9,清水エスパルス,18,14,5,3,6,19,18,1,,,221.0,2018,明治安田生命Ｊ１リーグ,14,,,,
9,グラフ,10,鹿島アントラーズ,18,13,5,3,5,11,14,-3,,,80.0,2018,明治安田生命Ｊ１リーグ,14,,,,
10,グラフ,11,柏レイソル,17,14,5,2,7,16,17,-1,,,122.0,2018,明治安田生命Ｊ１リーグ,14,,,,
11,グラフ,12,Ｖ・ファーレン長崎,17,14,5,2,7,19,21,-2,,,421.0,2018,明治安田生命Ｊ１リーグ,14,,,,
12,グラフ,13,浦和レッズ,16,14,4,4,6,12,13,-1,,,111.0,2018,明治安田生命Ｊ１リーグ,14,,,,
13,グラフ,14,湘南ベルマーレ,15,14,4,3,7,16,22,-6,,,147.0,2018,明治安田生命Ｊ１リーグ,14,,,,
14,グラフ,15,横浜Ｆ・マリノス,14,14,3,5,6,18,22,-4,,,143.0,2018,明治安田生命Ｊ１リーグ,14,,,,
15,グラフ,16,ガンバ大阪,14,14,4,2,8,14,19,-5,,,271.0,2018,明治安田生命Ｊ１リーグ,14,,,,
16,グラフ,17,サガン鳥栖,12,14,3,3,8,14,21,-7,,,412.0,2018,明治安田生命Ｊ１リーグ,14,,,,
17,グラフ,18,名古屋グランパス,9,14,2,3,9,12,27,-15,,,231.0,2018,明治安田生命Ｊ１リーグ,14,,,,
0,グラフ,1,サンフレッチェ広島,37,15,12,1,2,22,8,14,,,341.0,2018,明治安田生命Ｊ１リーグ,15,,,,
1,グラフ,2,ＦＣ東京,28,15,8,4,3,21,13,8,,,130.0,2018,明治安田生命Ｊ１リーグ,15,,,,
2,グラフ,3,川崎フロンターレ,27,15,8,3,4,22,12,10,,,142.0,2018,明治安田生命Ｊ１リーグ,15,,,,
3,グラフ,4,セレッソ大阪,26,14,7,5,2,20,14,6,,,272.0,2018,明治安田生命Ｊ１リーグ,15,,,,
